Supplier_Name,CFN (REF),Material_Description,Manufacturer Name
Enovis Slovakia s. r. o.,00-5842-051-10,"Physica ZUK Unicompartmental Knee System - All-Poly Tibial Component Left Medial/ Right Lateral Femoral Size A,B,C,D,E,F,F Size 3 10 mm Height - UHMWPE + AISI 316L",Limacorporate S.p.A.
Enovis Slovakia s. r. o.,00-5842-051-12,"Physica ZUK Unicompartmental Knee System - All-Poly Tibial Component Left Medial/ Right Lateral Femoral Size A,B,C,D,E,F,F Size 3 12 mm Height - UHMWPE + AISI 316L",Limacorporate S.p.A.
Enovis Slovakia s. r. o.,00-5842-051-14,"Physica ZUK Unicompartmental Knee System - All-Poly Tibial Component Left Medial/ Right Lateral Femoral Size A,B,C,D,E,F,F Size 3 14 mm Height - UHMWPE + AISI 316L",Limacorporate S.p.A.
Enovis Slovakia s. r. o.,00-5842-052-08,"Physica ZUK Unicompartmental Knee System - All-Poly Tibial Component Right Medial/ Left Lateral Femoral Size A,B,C,D,E,F,F Size 3 8 mm Height - UHMWPE + AISI 316L",Limacorporate S.p.A.
Enovis Slovakia s. r. o.,00-5842-052-10,"Physica ZUK Unicompartmental Knee System - All-Poly Tibial Component Right Medial/ Left Lateral Femoral Size A,B,C,D,E,F,F Size 3 10 mm Height - UHMWPE + AISI 316L",Limacorporate S.p.A.
Enovis Slovakia s. r. o.,00-5842-052-12,"Physica ZUK Unicompartmental Knee System - All-Poly Tibial Component Right Medial/ Left Lateral Femoral Size A,B,C,D,E,F,F Size 3 12 mm Height - UHMWPE + AISI 316L",Limacorporate S.p.A.
Enovis Slovakia s. r. o.,00-5842-052-14,"Physica ZUK Unicompartmental Knee System - All-Poly Tibial Component Right Medial/ Left Lateral Femoral Size A,B,C,D,E,F,F Size 3 14 mm Height - UHMWPE + AISI 316L",Limacorporate S.p.A.
Enovis Slovakia s. r. o.,00-5842-061-08,"Physica ZUK Unicompartmental Knee System - All-Poly Tibial Component Left Medial/ Right Lateral Femoral Size A,B,C,D,E,F,F Size 4 8 mm Height - UHMWPE + AISI 316L",Limacorporate S.p.A.
Enovis Slovakia s. r. o.,00-5842-061-10,"Physica ZUK Unicompartmental Knee System - All-Poly Tibial Component Left Medial/ Right Lateral Femoral Size A,B,C,D,E,F,F Size 4 10 mm Height - UHMWPE + AISI 316L",Limacorporate S.p.A.
Enovis Slovakia s. r. o.,00-5842-061-12,"Physica ZUK Unicompartmental Knee System - All-Poly Tibial Component Left Medial/ Right Lateral Femoral Size A,B,C,D,E,F,F Size 4 12 mm Height - UHMWPE + AISI 316L",Limacorporate S.p.A.
Enovis Slovakia s. r. o.,00-5842-061-14,"Physica ZUK Unicompartmental Knee System - All-Poly Tibial Component Left Medial/ Right Lateral Femoral Size A,B,C,D,E,F,F Size 4 14 mm Height - UHMWPE + AISI 316L",Limacorporate S.p.A.
Enovis Slovakia s. r. o.,00-5842-062-08,"Physica ZUK Unicompartmental Knee System - All-Poly Tibial Component Right Medial/ Left Lateral Femoral Size A,B,C,D,E,F,F Size 4 8 mm Height - UHMWPE + AISI 316L",Limacorporate S.p.A.
Enovis Slovakia s. r. o.,00-5842-062-10,"Physica ZUK Unicompartmental Knee System - All-Poly Tibial Component Right Medial/ Left Lateral Femoral Size A,B,C,D,E,F,F Size 4 10 mm Height - UHMWPE + AISI 316L",Limacorporate S.p.A.
Enovis Slovakia s. r. o.,00-5842-062-12,"Physica ZUK Unicompartmental Knee System - All-Poly Tibial Component Right Medial/ Left Lateral Femoral Size A,B,C,D,E,F,F Size 4 12 mm Height - UHMWPE + AISI 316L",Limacorporate S.p.A.
Enovis Slovakia s. r. o.,00-5842-062-14,"Physica ZUK Unicompartmental Knee System - All-Poly Tibial Component Right Medial/ Left Lateral Femoral Size A,B,C,D,E,F,F Size 4 14 mm Height - UHMWPE + AISI 316L",Limacorporate S.p.A.
Enovis Slovakia s. r. o.,00-5842-071-08,"Physica ZUK Unicompartmental Knee System - All-Poly Tibial Component Left Medial/ Right Lateral Femoral Size A,B,C,D,E,F,F Size 5 8 mm Height - UHMWPE + AISI 316L",Limacorporate S.p.A.
Enovis Slovakia s. r. o.,00-5842-071-10,"Physica ZUK Unicompartmental Knee System - All-Poly Tibial Component Left Medial/ Right Lateral Femoral Size A,B,C,D,E,F,F Size 5 10 mm Height - UHMWPE + AISI 316L",Limacorporate S.p.A.
Enovis Slovakia s. r. o.,00-5842-071-12,"Physica ZUK Unicompartmental Knee System - All-Poly Tibial Component Left Medial/ Right Lateral Femoral Size A,B,C,D,E,F,F Size 5 12 mm Height - UHMWPE + AISI 316L",Limacorporate S.p.A.
Enovis Slovakia s. r. o.,00-5842-071-14,"Physica ZUK Unicompartmental Knee System - All-Poly Tibial Component Left Medial/ Right Lateral Femoral Size A,B,C,D,E,F,F Size 5 14 mm Height - UHMWPE + AISI 316L",Limacorporate S.p.A.
Enovis Slovakia s. r. o.,00-5842-072-08,"Physica ZUK Unicompartmental Knee System - All-Poly Tibial Component Right Medial/ Left Lateral Femoral Size A,B,C,D,E,F,F Size 5 8 mm Height - UHMWPE + AISI 316L",Limacorporate S.p.A.
Enovis Slovakia s. r. o.,00-5842-072-10,"Physica ZUK Unicompartmental Knee System - All-Poly Tibial Component Right Medial/ Left Lateral Femoral Size A,B,C,D,E,F,F Size 5 10 mm Height - UHMWPE + AISI 316L",Limacorporate S.p.A.
Enovis Slovakia s. r. o.,00-5842-072-12,"Physica ZUK Unicompartmental Knee System - All-Poly Tibial Component Right Medial/ Left Lateral Femoral Size A,B,C,D,E,F,F Size 5 12 mm Height - UHMWPE + AISI 316L",Limacorporate S.p.A.
Enovis Slovakia s. r. o.,00-5842-072-14,"Physica ZUK Unicompartmental Knee System - All-Poly Tibial Component Right Medial/ Left Lateral Femoral Size A,B,C,D,E,F,F Size 5 14 mm Height - UHMWPE + AISI 316L",Limacorporate S.p.A.
Enovis Slovakia s. r. o.,00-5842-081-08,"Physica ZUK Unicompartmental Knee System - All-Poly Tibial Component Left Medial/ Right Lateral Femoral Size A,B,C,D,E,F,F Size 6 8 mm Height - UHMWPE + AISI 316L",Limacorporate S.p.A.
Enovis Slovakia s. r. o.,00-5842-081-10,"Physica ZUK Unicompartmental Knee System - All-Poly Tibial Component Left Medial/ Right Lateral Femoral Size A,B,C,D,E,F,F Size 6 10 mm Height - UHMWPE + AISI 316L",Limacorporate S.p.A.
Enovis Slovakia s. r. o.,00-5842-081-12,"Physica ZUK Unicompartmental Knee System - All-Poly Tibial Component Left Medial/ Right Lateral Femoral Size A,B,C,D,E,F,F Size 6 12 mm Height - UHMWPE + AISI 316L",Limacorporate S.p.A.
Enovis Slovakia s. r. o.,00-5842-081-14,"Physica ZUK Unicompartmental Knee System - All-Poly Tibial Component Left Medial/ Right Lateral Femoral Size A,B,C,D,E,F,F Size 6 14 mm Height - UHMWPE + AISI 316L",Limacorporate S.p.A.
Enovis Slovakia s. r. o.,00-5842-082-08,"Physica ZUK Unicompartmental Knee System - All-Poly Tibial Component Right Medial/ Left Lateral Femoral Size A,B,C,D,E,F,F Size 6 8 mm Height - UHMWPE + AISI 316L",Limacorporate S.p.A.
Enovis Slovakia s. r. o.,00-5842-082-10,"Physica ZUK Unicompartmental Knee System - All-Poly Tibial Component Right Medial/ Left Lateral Femoral Size A,B,C,D,E,F,F Size 6 10 mm Height - UHMWPE + AISI 316L",Limacorporate S.p.A.
Enovis Slovakia s. r. o.,00-5842-082-12,"Physica ZUK Unicompartmental Knee System - All-Poly Tibial Component Right Medial/ Left Lateral Femoral Size A,B,C,D,E,F,F Size 6 12 mm Height - UHMWPE + AISI 316L",Limacorporate S.p.A.
Enovis Slovakia s. r. o.,00-5842-082-14,"Physica ZUK Unicompartmental Knee System - All-Poly Tibial Component Right Medial/ Left Lateral Femoral Size A,B,C,D,E,F,F Size 6 14 mm Height - UHMWPE + AISI 316L",Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1304.15.014,SMR Shoulder - Cementless Finned Stem - SHORT Dia.14 mm,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1304.15.015,SMR Shoulder - Cementless Finned Stem - SHORT Dia.15 mm,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1304.15.016,SMR Shoulder - Cementless Finned Stem - SHORT Dia.16 mm,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1304.15.017,SMR Shoulder - Cementless Finned Stem - SHORT Dia.17 mm,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1304.15.018,SMR Shoulder - Cementless Finned Stem - SHORT Dia.18 mm,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1304.15.019,SMR Shoulder - Cementless Finned Stem - SHORT Dia.19 mm,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1304.15.020,SMR Shoulder - Cementless Finned Stem - SHORT Dia.20 mm,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1304.15.021,SMR Shoulder - Cementless Finned Stem - SHORT Dia.21 mm,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1304.15.022,SMR Shoulder - Cementless Finned Stem - SHORT Dia.22 mm,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1304.15.023,SMR Shoulder - Cementless Finned Stem - SHORT Dia.23 mm,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1304.15.024,SMR Shoulder - Cementless Finned Stem - SHORT Dia.24 mm,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1304.15.025,SMR Shoulder - Cementless Finned Stem - SHORT Dia.25 mm,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1304.15.026,SMR Shoulder - Cementless Finned Stem - SHORT Dia.26 mm,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1304.15.110,SMR Shoulder - Cementless Finned Stem L.60 mm Dia.11 mm - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1304.15.120,SMR Shoulder - Cementless Finned Stem L.60 mm Dia.12 mm - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1304.15.130,SMR Shoulder - Cementless Finned Stem L.60 mm Dia.13 mm - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1304.15.140,SMR Shoulder - Cementless Finned Stem L.80 mm Dia.14 mm - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1304.15.150,SMR Shoulder - Cementless Finned Stem L.80 mm Dia.15 mm - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1304.15.160,SMR Shoulder - Cementless Finned Stem L.80 mm Dia.16 mm - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1304.15.170,SMR Shoulder - CementlessFinned Stem L.80 mm Dia.17 mm - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1304.15.180,SMR Shoulder - Cementless Finned Stem L.80 mm Dia.18 mm - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1304.15.190,SMR Shoulder - Cementless Finned Stem L.80 mm Dia.19 mm - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1304.15.200,SMR Shoulder - Cementless Finned Stem L.80 mm Dia.20 mm - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1304.15.210,SMR Shoulder - Cementless Finned Stem L.80 mm Dia.21 mm - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1304.15.220,SMR Shoulder - Cementless Finned Stem L.80 mm Dia.22 mm - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1304.15.230,SMR Shoulder - Cementless Finned Stem L.80 mm Dia.23 mm - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1304.15.240,SMR Shoulder - Cementless Finned Stem L.80 mm Dia.24 mm - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1306.15.120,SMR System - Cemented Stem L.80 mm Dia.12 mm - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1306.15.140,SMR System - Cemented Stem L.80 mm Dia.14 mm - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1306.15.160,SMR System - Cemented Stem L.80 mm Dia.16 mm - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1306.15.180,SMR System - Cemented Stem L.80 mm Dia.18 mm - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1306.15.200,SMR System - Cemented Stem L.80 mm Dia.20 mm - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1308.15.134,SMR System - Cementless Revision Stem Dia.13 mm H.150 mm - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1308.15.136,SMR System - Cementless Revision Stem Dia.13 mm H.180 mm - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1308.15.144,SMR System - Cementless Revision Stem Dia.14 mm H.150 mm - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1308.15.146,SMR System - Cementless Revision Stem Dia.14 mm H.180 mm - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1308.15.154,SMR System - Cementless Revision Stem Dia.15 mm H.150 mm - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1308.15.156,SMR System - CementlessRevision Stem Dia.15 mm H.180 mm - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1308.15.164,SMR System - Cementless Revision Stem Dia.16 mm H.150 mm - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1308.15.166,SMR System - Cementless Revision Stem Dia.16 mm H.180 mm - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1309.15.134,SMR System - Cemented Revision Stem Dia.13 mm H.150 - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1309.15.136,SMR System - Cemented Revision Stem Dia.13 mm H.180 - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1309.15.138,SMR System - Cemented Revision Stem Dia.13 mm H.210 - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1309.15.154,SMR System - Cemented Revision Stem Dia.15 mm H.150 - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1309.15.156,SMR System - Cemented Revision Stem Dia.15 mm H.180 - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1309.15.158,SMR System - Cemented Revision Stem Dia.15 mm H.210 - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1313.15.010,SMR System - Large Resection Stem Dia.7 mm H.50mm - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1313.15.040,SMR System - Large Resection Stem Dia.7 mm H.80mm - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1313.15.110,SMR System - Large Resection Stem Dia.10 mm H.50mm - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1313.15.140,SMR System - Large Resection Stem Dia.10 mm H.80mm - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1314.15.020,SMR System - Modular Spacer for Large Resection Stem H.20 mm - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1314.15.030,SMR System - Modular Spacer for Large Resection Stem H.30 mm - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1314.15.040,SMR System - Modular Spacer for Large Resection Stem H.40 mm - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1314.15.050,SMR System - Modular Spacer for Large Resection Stem H.50 mm - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1314.15.200,SMR System - Ring,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1322.09.380,SMR System - Humeral Head Dia.38 mm - CoCrMo,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1322.09.382,SMR System - Humeral Head Dia.38 mm ECC2 - CoCrMo,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1322.09.384,SMR System - Humeral Head Dia.38 mm ECC4 - CoCrMo,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1322.09.400,SMR System - Humeral Head Dia.40 mm - CoCrMo,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1322.09.401,SMR System - Humeral Head Dia.40 mm H12 - CoCrMo,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1322.09.402,SMR System - Humeral Head Dia.40 mm H12 ECC2 - CoCrMo,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1322.09.404,SMR System - Humeral Head Dia.40 mm H12 ECC4 - CoCrMo,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1322.09.420,SMR System - Humeral Head Dia.42 mm - CoCrMo,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1322.09.421,SMR System - Humeral Head Dia.42 mm H12 - CoCrMo,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1322.09.422,SMR System - Humeral Head Dia.42 mm H12 ECC2 - CoCrMo,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1322.09.424,SMR System - Humeral Head Dia.42 mm H12 ECC4 - CoCrMo,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1322.09.426,SMR System - Humeral Head Dia.42 mm H12 ECC6 - CoCrMo,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1322.09.440,SMR System - Humeral Head Dia.44 mm - CoCrMo,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1322.09.441,SMR System - Humeral Head Dia.44 mm H13 - CoCrMo,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1322.09.442,SMR System - Humeral Head Dia.44 mm H13 ECC2 - CoCrMo,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1322.09.444,SMR System - Humeral Head Dia.44 mm H13 ECC4 - CoCrMo,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1322.09.446,SMR System - Humeral Head Dia.44 mm H13 ECC6 - CoCrMo,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1322.09.447,SMR System - Humeral Head Dia.44 mm H13 ECC7 - CoCrMo,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1322.09.460,SMR System - Humeral Head Dia.46 mm - CoCrMo,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1322.09.461,SMR System - Humeral Head Dia.46 mm H14 - CoCrMo,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1322.09.480,SMR System - Humeral Head Dia.48 mm - CoCrMo,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1322.09.481,SMR System - Humeral Head Dia.48 mm H15 - CoCrMo,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1322.09.500,SMR System - Humeral Head Dia.50 mm - CoCrMo,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1322.09.501,SMR System - Humeral Head Dia.50 mm H16 - CoCrMo,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1322.09.520,SMR System - Humeral Head Dia.52 mm - CoCrMo,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1322.09.521,SMR System - Humeral Head Dia.52 mm H17 - CoCrMo,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1322.09.540,SMR System - Humeral Head Dia.54 mm - CoCrMo,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1322.09.541,SMR System - Humeral Head Dia.54 mm H18 - CoCrMo,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1323.09.420,SMR System - CTA Humeral Head Dia.42 mm - CoCrMo,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1323.09.460,SMR System - CTA Humeral Head Dia.46 mm - CoCrMo,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1323.09.500,SMR System - CTA Humeral Head Dia.50 mm - CoCrMo,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1323.09.540,SMR System - CTA Humeral Head Dia.54 mm - CoCrMo,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1323.15.420,SMR System - CTA Humeral Head Dia.42 mm - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1323.15.460,SMR System - CTA Humeral Head Dia.46 mm - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1323.15.500,SMR System - CTA Humeral Head Dia.50 mm - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1323.15.540,SMR System - CTA Humeral Head Dia.54 mm - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1330.15.270,SMR System - Neutral Adaptor Taper 0 mm - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1330.15.272,SMR System - Eccentrical Adaptor Taper +2 mm - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1330.15.274,SMR System - Eccentrical Adaptor Taper +4 mm - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1330.15.276,SMR System - Eccentrical Adaptor Taper + 6 mm - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1330.15.278,SMR System - Eccentrical Adaptor Taper +8 mm - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1331.15.270,SMR System - Adaptor Taper Long Neutral - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1331.15.272,SMR System - Eccentrical Adaptor Taper +2 mm Long - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1331.15.274,SMR System - Eccentrical Adaptor Taper +4 mm Long - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1331.15.276,SMR System - Eccentrical Adaptor Taper +6 mm Long - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1331.15.278,SMR System - Eccentrical Adaptor Taper +8 mm Long - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1335.15.001,SMR Stemless - Adaptor Screw - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1335.15.100,SMR Stemless - Neutral Adaptor with Screw - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1335.15.102,SMR Stemless - 2 mm Eccentrical Adaptor with Screw - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1335.15.104,SMR Stemless - 4 mm Eccentrical Adaptor with Screw - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1335.15.200,SMR Stemless - Neutral Adaptor with Screw - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1335.15.202,SMR Stemless - 2 mm Eccentrical Adaptor with Screw - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1335.15.204,SMR Stemless - 4 mm Eccentrical Adaptor with Screw - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1350.15.010,SMR System - Trauma Humeral Body with Locking Screw Medium - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1350.15.020,SMR System - Trauma Humeral Body with Locking Screw Long - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1350.15.030,SMR System - Trauma Humeral Body with Locking Screw Short - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1350.15.110,SMR System - Finned Humeral Body with Locking Screw Medium  - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1352.15.001,SMR System - Reverse Humeral Body with Locking Screw Humeral Extension +9 mm - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1352.15.005,SMR System - Reverse Humeral Body with Locking Screw Short - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1352.15.010,SMR System - Reverse Humeral Body with Locking Screw - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1352.15.050,SMR System - Finned Reverse Humeral Body for Trauma with Locking Screw - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1352.15.200,SMR System - CTA 36 mm Heads Adaptor for Reverse Humeral Body - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1352.20.010,SMR System - HA Coated Reverse Humeral Body with Locking Screw - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1355.14.033,SMR Stemless - Stemless Core SMALL - Ti6Al4V,Limacorporate S.p.A.
Enovis Slovakia s. r. o.,1355.14.035,SMR Stemless - Stemless Core MEDIUM - Ti6Al4V,Limacorporate S.p.A.
